spectrum_id,file_name_clean,major_category,subtype_label,source_type,source_id,parent_group,split_main,split_zero_shot_protocol,qc_status
PARENT_0138,Spodumene__X050155.3__Raman__785__0__unoriented__Raman_Data_Processed__6671,Pyroxene,Spodumene,RRUFF database,X050155.3,RRUFF database__X050155.3,train,earth_train_pool,include_pending_manual_review
PARENT_0139,Spodumene__R050252__Raman__514__0__unoriented__Raman_Data_RAW__10661,Pyroxene,Spodumene,RRUFF database,R050252,RRUFF database__R050252,train,earth_train_pool,include_pending_manual_review
PARENT_0140,Spodumene__R050252__Raman__780__0__unoriented__Raman_Data_RAW__28167,Pyroxene,Spodumene,RRUFF database,R050252,RRUFF database__R050252,train,earth_train_pool,include_pending_manual_review
PARENT_0141,Spodumene__R050252__Raman__532__0__unoriented__Raman_Data_RAW__28169,Pyroxene,Spodumene,RRUFF database,R050252,RRUFF database__R050252,train,earth_train_pool,include_pending_manual_review
PARENT_0142,Spodumene__R060039__Raman__532__0__unoriented__Raman_Data_RAW__26872,Pyroxene,Spodumene,RRUFF database,R060039,RRUFF database__R060039,test,earth_train_pool,include_pending_manual_review
PARENT_0143,Spodumene__R060039__Raman__780__0__unoriented__Raman_Data_RAW__26874,Pyroxene,Spodumene,RRUFF database,R060039,RRUFF database__R060039,test,earth_train_pool,include_pending_manual_review
PARENT_0144,Labradorite__X050108__Raman__785__0__unoriented__Raman_Data_Processed__6602,Plagioclase,Labradorite,RRUFF database,X050108,RRUFF database__X050108,train,earth_train_pool,include_pending_manual_review
PARENT_0145,Labradorite__X050110__Raman__785__0__unoriented__Raman_Data_Processed__6603,Plagioclase,Labradorite,RRUFF database,X050110,RRUFF database__X050110,train,earth_train_pool,include_pending_manual_review
PARENT_0146,Labradorite__X050111__Raman__785__0__unoriented__Raman_Data_Processed__6605,Plagioclase,Labradorite,RRUFF database,X050111,RRUFF database__X050111,train,earth_train_pool,include_pending_manual_review
PARENT_0147,Labradorite__X050189__Raman__785__0__unoriented__Raman_Data_Processed__6638,Plagioclase,Labradorite,RRUFF database,X050189,RRUFF database__X050189,train,earth_train_pool,include_pending_manual_review
PARENT_0148,Albite__R040068__Raman__514__0__unoriented__Raman_Data_RAW__9426,Plagioclase,Albite,RRUFF database,R040068,RRUFF database__R040068,train,earth_train_pool,include_pending_manual_review
PARENT_0149,Albite__R040068__Raman__532__0__unoriented__Raman_Data_RAW__15182,Plagioclase,Albite,RRUFF database,R040068,RRUFF database__R040068,train,earth_train_pool,include_pending_manual_review
PARENT_0150,Albite__R040068__Raman__785__0__unoriented__Raman_Data_RAW__15184,Plagioclase,Albite,RRUFF database,R040068,RRUFF database__R040068,train,earth_train_pool,include_pending_manual_review
PARENT_0151,Albite__R040129__Raman__514__0__unoriented__Raman_Data_RAW__9550,Plagioclase,Albite,RRUFF database,R040129,RRUFF database__R040129,train,earth_train_pool,include_pending_manual_review
PARENT_0152,Albite__R040129__Raman__532__0__unoriented__Raman_Data_RAW__19751,Plagioclase,Albite,RRUFF database,R040129,RRUFF database__R040129,train,earth_train_pool,include_pending_manual_review
PARENT_0153,Albite__R040129__Raman__785__0__unoriented__Raman_Data_RAW__19753,Plagioclase,Albite,RRUFF database,R040129,RRUFF database__R040129,train,earth_train_pool,include_pending_manual_review
PARENT_0154,Albite__X050005__Raman__785__0__unoriented__Raman_Data_Processed__6442,Plagioclase,Albite,RRUFF database,X050005,RRUFF database__X050005,train,earth_train_pool,include_pending_manual_review
PARENT_0155,Albite__X050006__Raman__785__0__unoriented__Raman_Data_Processed__6443,Plagioclase,Albite,RRUFF database,X050006,RRUFF database__X050006,train,earth_train_pool,include_pending_manual_review
PARENT_0156,Albite__X050007__Raman__785__0__unoriented__Raman_Data_Processed__6444,Plagioclase,Albite,RRUFF database,X050007,RRUFF database__X050007,train,earth_train_pool,include_pending_manual_review
PARENT_0157,Albite__X050008__Raman__785__0__unoriented__Raman_Data_Processed__6445,Plagioclase,Albite,RRUFF database,X050008,RRUFF database__X050008,test,earth_train_pool,include_pending_manual_review
PARENT_0158,Albite__X050014__Raman__785__0__unoriented__Raman_Data_Processed__6453,Plagioclase,Albite,RRUFF database,X050014,RRUFF database__X050014,train,earth_train_pool,include_pending_manual_review
PARENT_0159,Albite__X050127__Raman__785__0__unoriented__Raman_Data_Processed__6633,Plagioclase,Albite,RRUFF database,X050127,RRUFF database__X050127,test,earth_train_pool,include_pending_manual_review
PARENT_0160,Albite__R050253__Raman__514__0__unoriented__Raman_Data_RAW__10663,Plagioclase,Albite,RRUFF database,R050253,RRUFF database__R050253,train,earth_train_pool,include_pending_manual_review
PARENT_0161,Albite__R050253__Raman__532__0__unoriented__Raman_Data_RAW__28171,Plagioclase,Albite,RRUFF database,R050253,RRUFF database__R050253,train,earth_train_pool,include_pending_manual_review
PARENT_0162,Albite__R050253__Raman__780__0__unoriented__Raman_Data_RAW__28173,Plagioclase,Albite,RRUFF database,R050253,RRUFF database__R050253,train,earth_train_pool,include_pending_manual_review
PARENT_0163,Albite__R050402__Raman__514__0__unoriented__Raman_Data_RAW__10858,Plagioclase,Albite,RRUFF database,R050402,RRUFF database__R050402,test,earth_train_pool,include_pending_manual_review
PARENT_0164,Albite__R050402__Raman__532__0__unoriented__Raman_Data_RAW__30005,Plagioclase,Albite,RRUFF database,R050402,RRUFF database__R050402,test,earth_train_pool,include_pending_manual_review
PARENT_0165,Albite__R050402__Raman__780__0__unoriented__Raman_Data_RAW__30007,Plagioclase,Albite,RRUFF database,R050402,RRUFF database__R050402,test,earth_train_pool,include_pending_manual_review
PARENT_0166,Albite__R060054__Raman__780__0__unoriented__Raman_Data_RAW__26967,Plagioclase,Albite,RRUFF database,R060054,RRUFF database__R060054,train,earth_train_pool,include_pending_manual_review
PARENT_0167,Albite__R060054__Raman__532__0__unoriented__Raman_Data_RAW__26969,Plagioclase,Albite,RRUFF database,R060054,RRUFF database__R060054,train,earth_train_pool,include_pending_manual_review
PARENT_0168,Albite__R070268__Raman__532__0__unoriented__Raman_Data_RAW__20223,Plagioclase,Albite,RRUFF database,R070268,RRUFF database__R070268,train,earth_train_pool,include_pending_manual_review
PARENT_0169,Albite__R070268__Raman__785__0__unoriented__Raman_Data_RAW__20225,Plagioclase,Albite,RRUFF database,R070268,RRUFF database__R070268,train,earth_train_pool,include_pending_manual_review
PARENT_0170,Albite__R100169__Raman__532__0__unoriented__Raman_Data_RAW__34687,Plagioclase,Albite,RRUFF database,R100169,RRUFF database__R100169,train,earth_train_pool,include_pending_manual_review
PARENT_0171,Albite__R100169__Raman__780__0__unoriented__Raman_Data_RAW__34689,Plagioclase,Albite,RRUFF database,R100169,RRUFF database__R100169,train,earth_train_pool,include_pending_manual_review
PARENT_0172,Albite__R230008__Raman__532__0__depolarized__Raman_Data_RAW__40822,Plagioclase,Albite,RRUFF database,R230008,RRUFF database__R230008,test,earth_train_pool,include_pending_manual_review
PARENT_0173,Andesine__X050013__Raman__785__0__unoriented__Raman_Data_Processed__6452,Plagioclase,Andesine,RRUFF database,X050013,RRUFF database__X050013,test,earth_train_pool,include_pending_manual_review
PARENT_0174,Anorthite__R040059__Raman__514__0__unoriented__Raman_Data_RAW__9397,Plagioclase,Anorthite,RRUFF database,R040059,RRUFF database__R040059,train,earth_train_pool,include_pending_manual_review
PARENT_0175,Anorthite__R040059__Raman__780__0__unoriented__Raman_Data_RAW__26650,Plagioclase,Anorthite,RRUFF database,R040059,RRUFF database__R040059,train,earth_train_pool,include_pending_manual_review
PARENT_0176,Anorthite__R040059__Raman__532__0__unoriented__Raman_Data_RAW__26654,Plagioclase,Anorthite,RRUFF database,R040059,RRUFF database__R040059,train,earth_train_pool,include_pending_manual_review
PARENT_0177,Anorthite__R050104__Raman__514__0__unoriented__Raman_Data_RAW__10083,Plagioclase,Anorthite,RRUFF database,R050104,RRUFF database__R050104,train,earth_train_pool,include_pending_manual_review
PARENT_0178,Anorthite__R050104__Raman__780__0__unoriented__Raman_Data_RAW__27004,Plagioclase,Anorthite,RRUFF database,R050104,RRUFF database__R050104,train,earth_train_pool,include_pending_manual_review
PARENT_0179,Anorthite__R050104__Raman__532__0__unoriented__Raman_Data_RAW__27006,Plagioclase,Anorthite,RRUFF database,R050104,RRUFF database__R050104,train,earth_train_pool,include_pending_manual_review
PARENT_0180,Anorthite__X050020__Raman__785__0__unoriented__Raman_Data_Processed__6457,Plagioclase,Anorthite,RRUFF database,X050020,RRUFF database__X050020,train,earth_train_pool,include_pending_manual_review
PARENT_0181,Anorthite__X050021__Raman__785__0__unoriented__Raman_Data_Processed__6458,Plagioclase,Anorthite,RRUFF database,X050021,RRUFF database__X050021,train,earth_train_pool,include_pending_manual_review
PARENT_0182,Anorthite__R060082__Raman__532__0__unoriented__Raman_Data_RAW__27581,Plagioclase,Anorthite,RRUFF database,R060082,RRUFF database__R060082,train,earth_train_pool,include_pending_manual_review
PARENT_0183,Anorthite__R060082__Raman__780__0__unoriented__Raman_Data_RAW__27583,Plagioclase,Anorthite,RRUFF database,R060082,RRUFF database__R060082,train,earth_train_pool,include_pending_manual_review
PARENT_0184,Anorthite__R060193__Raman__532__0__unoriented__Raman_Data_RAW__33259,Plagioclase,Anorthite,RRUFF database,R060193,RRUFF database__R060193,train,earth_train_pool,include_pending_manual_review
PARENT_0185,Anorthite__R060221__Raman__532__0__unoriented__Raman_Data_RAW__33378,Plagioclase,Anorthite,RRUFF database,R060221,RRUFF database__R060221,val,earth_train_pool,include_pending_manual_review
PARENT_0186,Anorthite__R060221__Raman__780__0__unoriented__Raman_Data_RAW__33380,Plagioclase,Anorthite,RRUFF database,R060221,RRUFF database__R060221,val,earth_train_pool,include_pending_manual_review
PARENT_0187,Anorthite__R060275__Raman__532__0__unoriented__Raman_Data_RAW__33993,Plagioclase,Anorthite,RRUFF database,R060275,RRUFF database__R060275,val,earth_train_pool,include_pending_manual_review
PARENT_0188,Anorthite__R060275__Raman__780__0__unoriented__Raman_Data_RAW__33995,Plagioclase,Anorthite,RRUFF database,R060275,RRUFF database__R060275,val,earth_train_pool,include_pending_manual_review
PARENT_0189,Anorthite__R070510__Raman__532__0__unoriented__Raman_Data_RAW__22461,Plagioclase,Anorthite,RRUFF database,R070510,RRUFF database__R070510,train,earth_train_pool,include_pending_manual_review
PARENT_0190,Anorthite__R070510__Raman__785__0__unoriented__Raman_Data_RAW__22463,Plagioclase,Anorthite,RRUFF database,R070510,RRUFF database__R070510,train,earth_train_pool,include_pending_manual_review
PARENT_0191,Anorthite__R070598__Raman__532__0__unoriented__Raman_Data_RAW__23147,Plagioclase,Anorthite,RRUFF database,R070598,RRUFF database__R070598,train,earth_train_pool,include_pending_manual_review
PARENT_0192,Anorthite__R070598__Raman__780__0__unoriented__Raman_Data_RAW__23149,Plagioclase,Anorthite,RRUFF database,R070598,RRUFF database__R070598,train,earth_train_pool,include_pending_manual_review
PARENT_0193,Anorthite__R100170__Raman__532__0__unoriented__Raman_Data_RAW__34702,Plagioclase,Anorthite,RRUFF database,R100170,RRUFF database__R100170,val,earth_train_pool,include_pending_manual_review
PARENT_0194,Anorthite__R100170__Raman__780__0__unoriented__Raman_Data_RAW__34704,Plagioclase,Anorthite,RRUFF database,R100170,RRUFF database__R100170,val,earth_train_pool,include_pending_manual_review
PARENT_0195,Buddingtonite__R061115__Raman__532__0__unoriented__Raman_Data_RAW__16357,Other Silicates,Buddingtonite,RRUFF database,R061115,RRUFF database__R061115,val,earth_train_pool,include_pending_manual_review
PARENT_0196,Buddingtonite__R061115__Raman__785__0__unoriented__Raman_Data_RAW__18688,Other Silicates,Buddingtonite,RRUFF database,R061115,RRUFF database__R061115,val,earth_train_pool,include_pending_manual_review
PARENT_0197,Bytownite__X050032__Raman__785__0__unoriented__Raman_Data_Processed__6464,Plagioclase,Bytownite,RRUFF database,X050032,RRUFF database__X050032,train,earth_train_pool,include_pending_manual_review
PARENT_0198,Bytownite__X050033__Raman__785__0__unoriented__Raman_Data_Processed__6465,Plagioclase,Bytownite,RRUFF database,X050033,RRUFF database__X050033,train,earth_train_pool,include_pending_manual_review
PARENT_0199,Celsian__R060152__Raman__532__0__unoriented__Raman_Data_RAW__33109,K-Feldspar,Celsian,RRUFF database,R060152,RRUFF database__R060152,train,earth_train_pool,include_pending_manual_review
PARENT_0200,Celsian__R060152__Raman__780__0__unoriented__Raman_Data_RAW__33111,K-Feldspar,Celsian,RRUFF database,R060152,RRUFF database__R060152,train,earth_train_pool,include_pending_manual_review
PARENT_0201,Celsian__R060460__Raman__532__0__unoriented__Raman_Data_RAW__35037,K-Feldspar,Celsian,RRUFF database,R060460,RRUFF database__R060460,train,earth_train_pool,include_pending_manual_review
PARENT_0202,Celsian__R060460__Raman__780__0__unoriented__Raman_Data_RAW__35039,K-Feldspar,Celsian,RRUFF database,R060460,RRUFF database__R060460,train,earth_train_pool,include_pending_manual_review
PARENT_0203,Celsian__R170048__Raman__532__0__unoriented__Raman_Data_RAW__40237,K-Feldspar,Celsian,RRUFF database,R170048,RRUFF database__R170048,train,earth_train_pool,include_pending_manual_review
PARENT_0204,Celsian__R170048__Raman__780__0__unoriented__Raman_Data_RAW__40239,K-Feldspar,Celsian,RRUFF database,R170048,RRUFF database__R170048,train,earth_train_pool,include_pending_manual_review
PARENT_0205,Filatovite__R070030__Raman__532__0__unoriented__Raman_Data_RAW__16926,Other Silicates,Filatovite,RRUFF database,R070030,RRUFF database__R070030,train,earth_train_pool,include_pending_manual_review
PARENT_0206,Filatovite__R070030__Raman__785__0__unoriented__Raman_Data_Processed__16927,Other Silicates,Filatovite,RRUFF database,R070030,RRUFF database__R070030,train,earth_train_pool,include_pending_manual_review
PARENT_0207,Microcline__R040154__Raman__514__0__unoriented__Raman_Data_RAW__9630,K-Feldspar,Microcline,RRUFF database,R040154,RRUFF database__R040154,train,earth_train_pool,include_pending_manual_review
PARENT_0208,Microcline__R040154__Raman__532__0__unoriented__Raman_Data_RAW__20765,K-Feldspar,Microcline,RRUFF database,R040154,RRUFF database__R040154,train,earth_train_pool,include_pending_manual_review
PARENT_0209,Microcline__R040154__Raman__785__0__unoriented__Raman_Data_RAW__20767,K-Feldspar,Microcline,RRUFF database,R040154,RRUFF database__R040154,train,earth_train_pool,include_pending_manual_review
PARENT_0210,Microcline__R050054__Raman__514__0__unoriented__Raman_Data_RAW__9931,K-Feldspar,Microcline,RRUFF database,R050054,RRUFF database__R050054,train,earth_train_pool,include_pending_manual_review
PARENT_0211,Microcline__R050054__Raman__532__0__unoriented__Raman_Data_RAW__21201,K-Feldspar,Microcline,RRUFF database,R050054,RRUFF database__R050054,train,earth_train_pool,include_pending_manual_review
PARENT_0212,Microcline__R050054__Raman__785__0__unoriented__Raman_Data_RAW__21203,K-Feldspar,Microcline,RRUFF database,R050054,RRUFF database__R050054,train,earth_train_pool,include_pending_manual_review
PARENT_0213,Microcline__R050150__Raman__514__0__unoriented__Raman_Data_RAW__10164,K-Feldspar,Microcline,RRUFF database,R050150,RRUFF database__R050150,train,earth_train_pool,include_pending_manual_review
PARENT_0214,Microcline__R050150__Raman__532__0__unoriented__Raman_Data_RAW__27529,K-Feldspar,Microcline,RRUFF database,R050150,RRUFF database__R050150,train,earth_train_pool,include_pending_manual_review
PARENT_0215,Microcline__R050150__Raman__780__0__unoriented__Raman_Data_RAW__27531,K-Feldspar,Microcline,RRUFF database,R050150,RRUFF database__R050150,train,earth_train_pool,include_pending_manual_review
PARENT_0216,Microcline__R050193__Raman__514__0__unoriented__Raman_Data_RAW__10217,K-Feldspar,Microcline,RRUFF database,R050193,RRUFF database__R050193,train,earth_train_pool,include_pending_manual_review
PARENT_0217,Microcline__R050193__Raman__780__0__unoriented__Raman_Data_RAW__27807,K-Feldspar,Microcline,RRUFF database,R050193,RRUFF database__R050193,train,earth_train_pool,include_pending_manual_review
PARENT_0218,Microcline__R050193__Raman__532__0__unoriented__Raman_Data_RAW__27811,K-Feldspar,Microcline,RRUFF database,R050193,RRUFF database__R050193,train,earth_train_pool,include_pending_manual_review
PARENT_0219,Microcline__X050117__Raman__785__0__unoriented__Raman_Data_Processed__6612,K-Feldspar,Microcline,RRUFF database,X050117,RRUFF database__X050117,train,earth_train_pool,include_pending_manual_review
PARENT_0220,Microcline__R120005__Raman__532__0__unoriented__Raman_Data_RAW__36362,K-Feldspar,Microcline,RRUFF database,R120005,RRUFF database__R120005,train,earth_train_pool,include_pending_manual_review
PARENT_0221,Microcline__R120005__Raman__780__0__unoriented__Raman_Data_RAW__36364,K-Feldspar,Microcline,RRUFF database,R120005,RRUFF database__R120005,train,earth_train_pool,include_pending_manual_review
PARENT_0222,Microcline__R150015__Raman__532__0__unoriented__Raman_Data_RAW__39182,K-Feldspar,Microcline,RRUFF database,R150015,RRUFF database__R150015,train,earth_train_pool,include_pending_manual_review
