augmented_id,parent_spectrum_id,parent_group,model_label,major_category,subtype_label,source_type,split_main,repository_file,random_seed,augmentation_parameters_json
PARENT_0317__AUG_0030,PARENT_0317,RRUFF database__R050102,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0317__AUG_0030.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.004313874927051272, -0.021491109907004903, 0.010860749759925611], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [308.108, 386.605, 534.858, 566.576, 609.997, 670.154, 745.397, 789.195, 983.49, 1084.539, 1138.914, 1202.715], ""gaussian_noise_sigma_normalized"": 0.014422526402667581, ""intensity_gamma"": 0.7787742722774307, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0825__AUG_0031,PARENT_0825,Lab-acquired DUV spectra__DUV-Colemanite,Borate,Borate,Colemanite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0825__AUG_0031.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.011297870952483828, -0.01013622826817456, 0.0030868424863388128], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [1067.71421, 1610.1891, 3202.30472, 3569.83948, 3601.93859, 3635.64265, 3640.45751, 3642.06247, 3996.75758, 3996.75758, 3996.75758, 3996.75758], ""gaussian_noise_sigma_normalized"": 0.020410026068733215, ""intensity_gamma"": 1.1318852635172632, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0322__AUG_0032,PARENT_0322,RRUFF database__R050331,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0322__AUG_0032.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 11, ""detected_band_positions_cm-1"": [95.41614, 242.4617, 308.9938, 386.6146, 533.6602, 564.0335, 610.3167, 668.6528, 744.3451, 787.2535, 1079.416], ""gaussian_noise_sigma_normalized"": 0.01862301284586368, ""intensity_gamma"": 1.2025570478129588, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0327__AUG_0033,PARENT_0327,RRUFF database__R050491,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0327__AUG_0033.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [140.1837, 168.1465, 193.6987, 260.7129, 300.2465, 438.6139, 482.4865, 529.2519, 592.8912, 743.7938, 973.2813, 1011.369], ""gaussian_noise_sigma_normalized"": 0.022322899830329306, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": [{""factor"": 0.7687905713136306, ""index_start"": 1432, ""index_stop"": 1468}]}"
PARENT_0323__AUG_0034,PARENT_0323,RRUFF database__R050661,Borate,Borate,Kernite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0323__AUG_0034.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.006474924071911952, -0.030090416831521014, 0.03286196353541293], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [172.2236, 257.0763, 318.3051, 387.2479, 426.2994, 458.1192, 496.2064, 580.0948, 737.2651, 846.7057, 930.112, 1028.464], ""gaussian_noise_sigma_normalized"": 0.008061620288931495, ""intensity_gamma"": 1.1184184472088448, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0825__AUG_0035,PARENT_0825,Lab-acquired DUV spectra__DUV-Colemanite,Borate,Borate,Colemanite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0825__AUG_0035.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0028161788067781316, 0.027202290086032532, -0.01603335558674979], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [1067.71421, 1610.1891, 3202.30472, 3569.83948, 3601.93859, 3635.64265, 3640.45751, 3642.06247, 3996.75758, 3996.75758, 3996.75758, 3996.75758], ""gaussian_noise_sigma_normalized"": 0.017196973371759804, ""intensity_gamma"": 1.1796861035775592, ""symmetric_broadening_alpha"": 0.2869336311960465, ""weak_band_attenuation_windows"": []}"
PARENT_0323__AUG_0036,PARENT_0323,RRUFF database__R050661,Borate,Borate,Kernite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0323__AUG_0036.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [172.2236, 257.0763, 318.3051, 387.2479, 426.2994, 458.1192, 496.2064, 580.0948, 737.2651, 846.7057, 930.112, 1028.464], ""gaussian_noise_sigma_normalized"": 0.02068978268947718, ""intensity_gamma"": 0.9052267965194525, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0324__AUG_0037,PARENT_0324,RRUFF database__R050062,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0324__AUG_0037.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.00947904906200574, -0.007892848772476611, 0.014179011424553137], ""detected_band_count"": 9, ""detected_band_positions_cm-1"": [121.203, 169.689, 191.765, 301.308, 366.373, 438.987, 483.062, 529.56, 591.603], ""gaussian_noise_sigma_normalized"": 0.017282852096728647, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.26922017601691556, ""weak_band_attenuation_windows"": []}"
PARENT_0327__AUG_0038,PARENT_0327,RRUFF database__R050491,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0327__AUG_0038.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.007652904808126961, -0.009362285494661832, 0.009847640449441142], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [140.1837, 168.1465, 193.6987, 260.7129, 300.2465, 438.6139, 482.4865, 529.2519, 592.8912, 743.7938, 973.2813, 1011.369], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.3465907318577202, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0321__AUG_0039,PARENT_0321,RRUFF database__R050331,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0321__AUG_0039.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.010599000772089983, 0.013779880666856393, -0.019831171629940834], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [165.6353, 242.7739, 308.3418, 386.4447, 433.6921, 536.383, 563.8636, 609.6647, 668.0008, 743.6931, 786.1194, 1083.585], ""gaussian_noise_sigma_normalized"": 0.021475793962766936, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.563333550952331, ""weak_band_attenuation_windows"": []}"
PARENT_0327__AUG_0040,PARENT_0327,RRUFF database__R050491,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0327__AUG_0040.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [140.1837, 168.1465, 193.6987, 260.7129, 300.2465, 438.6139, 482.4865, 529.2519, 592.8912, 743.7938, 973.2813, 1011.369], ""gaussian_noise_sigma_normalized"": 0.021016472556928206, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0327__AUG_0041,PARENT_0327,RRUFF database__R050491,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0327__AUG_0041.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [140.1837, 168.1465, 193.6987, 260.7129, 300.2465, 438.6139, 482.4865, 529.2519, 592.8912, 743.7938, 973.2813, 1011.369], ""gaussian_noise_sigma_normalized"": 0.014922734837868688, ""intensity_gamma"": 0.8460807387478443, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": [{""factor"": 0.9246447858846177, ""index_start"": 1015, ""index_stop"": 1075}, {""factor"": 0.9490769006786335, ""index_start"": 2128, ""index_stop"": 2162}, {""factor"": 0.8193222550837999, ""index_start"": 1379, ""index_stop"": 1411}]}"
PARENT_0327__AUG_0042,PARENT_0327,RRUFF database__R050491,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0327__AUG_0042.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0031805842780755567, 0.004288955922102889, 0.010468191294684707], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [140.1837, 168.1465, 193.6987, 260.7129, 300.2465, 438.6139, 482.4865, 529.2519, 592.8912, 743.7938, 973.2813, 1011.369], ""gaussian_noise_sigma_normalized"": 0.015184707682757134, ""intensity_gamma"": 0.9144445996318608, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0825__AUG_0043,PARENT_0825,Lab-acquired DUV spectra__DUV-Colemanite,Borate,Borate,Colemanite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0825__AUG_0043.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.013708888479060002, 0.0070338117362452835, -0.0018298006698073666], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [1067.71421, 1610.1891, 3202.30472, 3569.83948, 3601.93859, 3635.64265, 3640.45751, 3642.06247, 3996.75758, 3996.75758, 3996.75758, 3996.75758], ""gaussian_noise_sigma_normalized"": 0.024773519898526778, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": [{""factor"": 0.8716011344774429, ""index_start"": 974, ""index_stop"": 1008}]}"
PARENT_0843__AUG_0044,PARENT_0843,Lab-acquired DUV spectra__DUV-Kernite,Borate,Borate,Kernite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0843__AUG_0044.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": -0.03584231848683782, ""center_cm-1"": 924.07974, ""sigma_cm-1"": 6.065666140913808}, {""amplitude"": 0.0315645673413862, ""center_cm-1"": 1317.08993, ""sigma_cm-1"": 7.264014507894663}, {""amplitude"": 0.006278526963215569, ""center_cm-1"": 3346.56879, ""sigma_cm-1"": 6.3183950435304785}, {""amplitude"": -0.01165694002981045, ""center_cm-1"": 3546.29528, ""sigma_cm-1"": 6.392616488397561}, {""amplitude"": -0.06139463004757463, ""center_cm-1"": 3552.73807, ""sigma_cm-1"": 6.669016004947034}, {""amplitude"": -0.04274330721247793, ""center_cm-1"": 3584.95202, ""sigma_cm-1"": 8.633999258223223}, {""amplitude"": 0.05429973889220409, ""center_cm-1"": 3587.09962, ""sigma_cm-1"": 4.842315552682203}, {""amplitude"": -0.077065556805572, ""center_cm-1"": 3599.9852, ""sigma_cm-1"": 9.263927784051873}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.025891666045172686, -0.020568216782084942, -0.01608250977341002], ""detected_band_count"": 8, ""detected_band_positions_cm-1"": [924.07974, 1317.08993, 3346.56879, 3546.29528, 3552.73807, 3584.95202, 3587.09962, 3599.9852], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.5265901943336766, ""weak_band_attenuation_windows"": []}"
PARENT_0324__AUG_0045,PARENT_0324,RRUFF database__R050062,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0324__AUG_0045.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": -0.03375735926381024, ""center_cm-1"": 121.203, ""sigma_cm-1"": 6.540847921255338}, {""amplitude"": -0.0003077745021746875, ""center_cm-1"": 169.689, ""sigma_cm-1"": 9.424868080293686}, {""amplitude"": 0.04798132010636748, ""center_cm-1"": 191.765, ""sigma_cm-1"": 5.86746478573143}, {""amplitude"": 0.00904614534974936, ""center_cm-1"": 301.308, ""sigma_cm-1"": 6.704283781574708}, {""amplitude"": 0.03630516055679511, ""center_cm-1"": 366.373, ""sigma_cm-1"": 5.163768396797417}, {""amplitude"": -0.002085293787640441, ""center_cm-1"": 438.987, ""sigma_cm-1"": 5.418135731628974}, {""amplitude"": -0.04385611911867141, ""center_cm-1"": 483.062, ""sigma_cm-1"": 7.4725720284682495}, {""amplitude"": -0.06445340049817812, ""center_cm-1"": 529.56, ""sigma_cm-1"": 5.9627733289013}, {""amplitude"": 0.01823429493489498, ""center_cm-1"": 591.603, ""sigma_cm-1"": 5.403857798898212}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 9, ""detected_band_positions_cm-1"": [121.203, 169.689, 191.765, 301.308, 366.373, 438.987, 483.062, 529.56, 591.603], ""gaussian_noise_sigma_normalized"": 0.015855672639588213, ""intensity_gamma"": 1.2855486153213562, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": [{""factor"": 0.9211024019119244, ""index_start"": 208, ""index_stop"": 250}, {""factor"": 0.9089977504251656, ""index_start"": 636, ""index_stop"": 662}]}"
PARENT_0328__AUG_0046,PARENT_0328,RRUFF database__R050491,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0328__AUG_0046.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [110.1752, 126.085, 140.0664, 195.5099, 261.5599, 301.0935, 438.9789, 484.2979, 529.6169, 593.2564, 745.6053, 972.2003], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 0.8615134028858271, ""symmetric_broadening_alpha"": 0.35175686786867083, ""weak_band_attenuation_windows"": []}"
PARENT_0318__AUG_0047,PARENT_0318,RRUFF database__R050102,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0318__AUG_0047.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": -0.0198668219202408, ""center_cm-1"": 149.2699, ""sigma_cm-1"": 6.45740572179245}, {""amplitude"": 0.05604969025251556, ""center_cm-1"": 176.2684, ""sigma_cm-1"": 4.320184771501076}, {""amplitude"": -0.008845195090010055, ""center_cm-1"": 223.0337, ""sigma_cm-1"": 8.286123654575409}, {""amplitude"": -0.06945474717572098, ""center_cm-1"": 322.8318, ""sigma_cm-1"": 4.547276693424992}, {""amplitude"": 0.042571878133278715, ""center_cm-1"": 388.3996, ""sigma_cm-1"": 7.074542535468595}, {""amplitude"": 0.01864176701709759, ""center_cm-1"": 480.4839, ""sigma_cm-1"": 8.779664674885007}, {""amplitude"": -0.0004447383400651428, ""center_cm-1"": 534.963, ""sigma_cm-1"": 8.245283279608362}, {""amplitude"": -0.025016351453027073, ""center_cm-1"": 565.3364, ""sigma_cm-1"": 8.268649975228257}, {""amplitude"": -0.020930565972274537, ""center_cm-1"": 611.1374, ""sigma_cm-1"": 6.085680004797412}, {""amplitude"": 0.011461658546012374, ""center_cm-1"": 668.9914, ""sigma_cm-1"": 7.970744542020519}, {""amplitude"": -0.0503173664992873, ""center_cm-1"": 745.1658, ""sigma_cm-1"": 9.11755040493746}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 11, ""detected_band_positions_cm-1"": [149.2699, 176.2684, 223.0337, 322.8318, 388.3996, 480.4839, 534.963, 565.3364, 611.1374, 668.9914, 745.1658], ""gaussian_noise_sigma_normalized"": 0.011829913168064348, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0318__AUG_0048,PARENT_0318,RRUFF database__R050102,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0318__AUG_0048.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": 0.03877408487766529, ""center_cm-1"": 149.2699, ""sigma_cm-1"": 7.00346508812337}, {""amplitude"": -0.045693753088896026, ""center_cm-1"": 176.2684, ""sigma_cm-1"": 5.982682242148778}, {""amplitude"": -0.07448488127416301, ""center_cm-1"": 223.0337, ""sigma_cm-1"": 8.711505307084746}, {""amplitude"": 0.012130400164427624, ""center_cm-1"": 322.8318, ""sigma_cm-1"": 8.031293285391286}, {""amplitude"": -0.0005874595810852062, ""center_cm-1"": 388.3996, ""sigma_cm-1"": 6.46374335073529}, {""amplitude"": 0.07377149606897608, ""center_cm-1"": 480.4839, ""sigma_cm-1"": 8.484599266391117}, {""amplitude"": -0.0585849644129707, ""center_cm-1"": 534.963, ""sigma_cm-1"": 5.753099252047846}, {""amplitude"": -0.02790932949589623, ""center_cm-1"": 565.3364, ""sigma_cm-1"": 4.484617797166159}, {""amplitude"": -0.011889749871879657, ""center_cm-1"": 611.1374, ""sigma_cm-1"": 7.5662589787680465}, {""amplitude"": 0.07556725230577431, ""center_cm-1"": 668.9914, ""sigma_cm-1"": 6.915499317680622}, {""amplitude"": -0.0013015984902703254, ""center_cm-1"": 745.1658, ""sigma_cm-1"": 8.766781784818757}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 11, ""detected_band_positions_cm-1"": [149.2699, 176.2684, 223.0337, 322.8318, 388.3996, 480.4839, 534.963, 565.3364, 611.1374, 668.9914, 745.1658], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 0.7713208533901272, ""symmetric_broadening_alpha"": 0.6154077883528448, ""weak_band_attenuation_windows"": []}"
PARENT_0322__AUG_0049,PARENT_0322,RRUFF database__R050331,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0322__AUG_0049.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.024080944839925587, -0.01113577664253252, 0.00967865684668198], ""detected_band_count"": 11, ""detected_band_positions_cm-1"": [95.41614, 242.4617, 308.9938, 386.6146, 533.6602, 564.0335, 610.3167, 668.6528, 744.3451, 787.2535, 1079.416], ""gaussian_noise_sigma_normalized"": 0.014842741612976603, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
